0;0.0219657
1;0.0109902
2;-0.0109485
3;-0.0220049
4;0.0219653
5;0.011001
6;-0.0109688
7;-0.0219991
8;0.0220219
9;0.0110176
10;-0.0110118
11;-0.022014
12;0.0220484
13;0.0110408
14;-0.0110088
15;-0.0219983
16;0.0219882
17;0.0109983
18;-0.0109817
19;-0.0220192
20;0.0219986
21;0.0109878
22;-0.0109982
23;-0.0219987
24;0.0220126
25;0.0110039
26;-0.0110087
27;-0.0219925
28;0.0220103
29;0.0110099
30;-0.011007
31;-0.0219958
32;0.0219879
33;0.0109996
34;-0.0109993
35;-0.022017
36;0.0220047
37;0.0109809
38;-0.0110192
39;-0.0220039
40;0.0219935
41;0.0109976
42;-0.0110032
43;-0.021996
44;0.021979
45;0.0110242
46;-0.0109851
47;-0.022016
48;0.0220434
49;0.0109977
50;-0.0110255
51;-0.0220136
52;0.0220154
53;0.0110135
54;-0.0110068
55;-0.0220205
56;0.0219672
57;0.0110057
58;-0.0109785
59;-0.021995
60;0.0219664
61;0.0110208
62;-0.0109679
63;-0.0219732
64;-0.022026
65;-0.0220042
66;-0.0219904
67;-0.0219754
68;-0.0220298
69;-0.022001
70;-0.021986
71;-0.0220003
72;-0.0219898
73;-0.0219938
74;-0.0220115
75;-0.0220198
76;-0.0219855
77;-0.0219877
78;-0.0220202
79;-0.0220598
80;-0.0110067
81;-0.0109929
82;-0.0110009
83;-0.0109738
84;-0.011007
85;-0.0109921
86;-0.0110025
87;-0.0109965
88;-0.0109905
89;-0.0109959
